,cleaned_body,compound_score,pos_score,neu_score,neg_score
2321,much room cheap airline thin seat aisle seat leg slightly protruding get whack every time trolley pass apology,0.0516,0.066,0.934,0.0
2322,lhr dxb return first leg cabin crew appeared thoroughly disinterested eventually meal reached row luke warm drink trolley arrived finishing meal tea coffee offered landing dxb delayed hour duststorm understood raging several day boarded dxb time stand two hour whilst flight given greater priority limited visibility caused duststorm fair flight service leg quite reasonable airborne however arrived late missed onward flight znz pay replacement add stress emirate opted leave bag either lhr dxb return dbx good boarded dbx efficiently departure stand dxb lhr delayed hour due medical emergency obviously emirate fault airborne evident cabin crew simply cannot cope number passenger fully loaded service match expectation past experience emirate always warranted star rating standard clearly slipped recent time longer case need find alternative airline next trip znz,-0.5889,0.111,0.732,0.157
2323,comfortable long haul flight ever taken oslo dubai seat pleasantly squishy elbow jogged folk walked aisle plenty room knee back chair front cm several inch clearance kid could squeeze past visiting toilet rather get chair food pleasant staff service excellent,0.9246,0.271,0.729,0.0
2324,six flight glasgow sydney back seat poor little room cabin noisy cramped service poor top meal barely edible give airline star thankfully entertainment system top notch next time fly long haul london never boeing configuration,0.144,0.205,0.624,0.17
2325,muc dxb muc leg aisle seat seat quite comfortable provides enough support hour trip ife wide choice movie series game food good leg two choice main course available crew friendly spot drink served flight,0.908,0.292,0.708,0.0
2326,emirate need review seat comfort seat comfortable feel like seating plastic chair please increase leg room seat width,0.8979,0.498,0.502,0.0
2327,dubai dublin booked flight hope getting good seat given seat found seat restricted legroom due bulkhead beside large gentleman month baby lady outside complained cabin crew promised sort three request reseated ignored eventually found another seat found staff flight worst ever flown,-0.5267,0.151,0.636,0.213
2328,took flight emirate last week long haul every late service particularly terrible food every trip late leg africa via dubai missed domestic flight salaam cost u another get another emirate stance hard luck travel extensively never use emirate used year impressed hoped improved ala deteriorated even,0.701,0.208,0.669,0.123
2329,seat hard support probably ok short journey even extra leg room uncomfortable average height plus hour journey seat row destination row way back,0.2263,0.176,0.681,0.143
2330,dubai melbourne qantas codeshare flight seat uncomfortable felt like padding worn nothing meal service chaotic seemingly order service people around u bring served others missed ran choice vegetarian meal offered edible bread roll tray others hot drink offered although range entertainment choice nothing much appealed many arabic bollywood overall good previous leg trip qantas would choose emirate,0.5897,0.162,0.733,0.105
2331,dublin dubai person front reclined seat whole fight breakfast time diner time asked air hostess ask lady put seat straight could eat meal properly said cannot full flight total nightmare tea coffee tray meal never show min ended asking tea used travel emirate always happy time tonic drink tea ask recline seat flight enough,0.4588,0.095,0.861,0.044
2332,seated seat row time food trolley came bumped shoulder water spilled stewardess people queuing toilet standing front pleasant wall front everything restricting space move get seat booked someone dubai airport presented boarding pas changed seat without saying smile day good flight,0.3591,0.129,0.772,0.098
2333,bassinet seat baby seatbelt provided started leaving gate baby meal provided hr flight dxb bassinet position meant impossible positioned window exit seat without crawling bassinet room front seat entertainment system good oriental meal consisted coleslaw sandwich obvious flight attendant passenger walking around cabin prior landing free stroller gate baggage claim would recommend travelling baby infant,0.8885,0.184,0.816,0.0
2334,thin seat recline button broken pushed recline passenger seat front seat reclined position entire flight melbourne dubai pain sitting upright unbearable back neck hip bottom bad put blanket bottom relive pain help cushioning existent petite person emirate conjunction qantas pride fleet totally stressed rest could watch seat back monitor close getting seat difficult due seat front reclined many long haul flight would say worst memorable,-0.9545,0.061,0.67,0.269
2335,hard firm straight back seat headrest positioned shoulder blade shift lumbar support simply awful like sitting wooden backed dining chair minimal padding fortunately hour wanted long haul brisbane dubai suffering made longer plane wrong waypoints laid spending lot flight heading towards sydney brisbane,-0.5267,0.152,0.651,0.197
2336,returned home day ago flying venice dubai husband tall asked exit seat arriving airport early hope getting exit seat flight told sorry exit seat already reserved melbourne traveller nz flight dubai horrendous hour seat close five minute flight still climbing woman front u put seat back hell ride wont repeating,-0.7783,0.05,0.781,0.168
2337,sydney dubai sydney staff attentive polite wifi get mb free pay u additional mb took time connect good food quality good unfortunately much variety entertainment great earphone good quickly replaced,0.9442,0.432,0.481,0.087
2338,emirate tried squeeze last drop orange economy seat seating plan configuration tight aircraft make aisle wide enough food cart aisle seat hit every time past seat width legroom fine year old child someone pleasurable experience,0.4767,0.132,0.814,0.053
2339,legroom good seat comfortable,0.7351,0.756,0.244,0.0
2340,disappointed configuration aircraft service provided crew pleasant ptv nice bothering seat width access seat seat width really narrow basically would make contact passenger beside time accessing seat disturb passenger beside probably need stand access aisle narrow due configuration really dislike configuration,-0.6361,0.116,0.668,0.216
2341,narrow seat aisle uncomfortable neighbour large aisle seat continually knocked staff passing aisle good legroom gained reducing cushioning seat soon become uncomfortable long flight person front reclines seat advantage legroom sacrificed,0.3182,0.194,0.672,0.134
2342,auckland brisbane chosen seat bulkhead seat first row second economy class cabin offer leg room located next galley get lot noise area bother much longer flight wanted sleep may bad choice hot towel welcome drink service efficient evening meal served seemed wait age cart appear row offered choice offered menu beef salmon immediately told salmon run time ago offer row offered tea coffee meal service prior landing female flight attendant decided tidy hair apply make galley mirror took time done sight passenger think singapore thai opinion offer much economy passenger,-0.0258,0.059,0.88,0.06
2343,cm tall weight kg via dxb back seat comfort comparable cheap charter airline cannot understand emirate good performance rating disappointed emirate service quality seating sure choose next longhaul flight thai better service better seating comfort,0.7646,0.281,0.601,0.118
2344,made many long haul flight washington dc including hour flight narita japan hour flight far worst uncomfortable journey ever made usually get frequently help leg swelling sitting middle pack seat nearly impossible getting even thin build woman general back pain discomfort entire flight wish could say entertainment made way worth comparative flying experience airline like british airway qatar generally looking forward flying emirate hearing great thing body favor avoid economy flight possible,0.5267,0.206,0.636,0.159
2345,really know airline much space first number airline economy seat totally uncomfortable configuration much passenger enough space cabin crew struggling pas service trolley service need careful hit cart knee leg shoulder someone mentioned poor ambience see full cabin luggage bag poor cabin crew space stuff willing money,-0.8748,0.052,0.735,0.213
2346,great economy class bkk hong kong really acceptable good food decent entertainment offer wine passenger know ask thing like quality headphone background hiss awful however hearing problem terrible ended watching film laptop,0.7485,0.316,0.5,0.183
2347,flew seat headrest behind head disaster head pressed forward time many people complaining cannot relaxed head back like normal boeing,-0.7208,0.092,0.592,0.316
2348,first flight emirate enough space long leg usual economy class tall slept leg touched seat front used people normal size problem space tv screen entertainment system good large choice movie music,0.4588,0.157,0.769,0.074
2349,seat wide enough return flight backside started ache hr long flight uncomfortable seat tv ok system dated bit grubby flew nice tv hand much comfortable much better flight guess added room,0.8481,0.33,0.55,0.119
2350,seat configuration deeply uncomfortable unsafe unusual build western male kilogram cannot get anything aisle seat aisle narrow cabin staff ask move upper body across neighbouring passenger get trolley past risk scalding water spilt serving coffee always happen although yet understand qatar configuration think next airline,-0.6115,0.0,0.896,0.104
2351,seat narrow many people mentioned legroom okay never comfortable fortunately flight hour mel squab seems move seat reclined meaning people try recline seat helped room knee,-0.2028,0.066,0.839,0.094
2352,good seat able sleep bottom half move forward back reclined offering better comfort,0.8074,0.454,0.546,0.0
2353,boeing designed seating horrible misfortune seated next larger person hour flight truly miserable never qatar,-0.5859,0.134,0.556,0.31
2354,good except horrible cushioning tuck pillow entire hour flight,-0.1531,0.216,0.522,0.261
2355,first time seat last seat row two seat started good recline behind narrow seat aisle way narrow bumped constantly noisier long way dbx syd put discomfort,0.0258,0.098,0.808,0.094
2356,manchester dubai u travelling adult year old centre seat row wall behind seat seemed fully recline could store pillow etc behind seat could kick u close galley toilet bother u seat new ice fantastic huge range movie tv show music widescreen monitor bothered seat middle seem overly cramped lack footrest fine recline good seat comfortable able stretch leg seat front stone food good good choice drink,0.9136,0.247,0.665,0.088
2357,seat row good seat plane narrow seating row seat left right best seat row far enough away toilet bothered pax queuing,0.7003,0.259,0.657,0.084
2358,travelled quite time dxb gru flight time around hour always uncomfortable seated configuration compared qatar airway configuration sadly emirate sacrifice economy passenger comfort higher revenue seat,-0.4404,0.081,0.744,0.175
2359,dxb oldest aircraft emirate fleet seat comfortable meal served average flight time staff rude delhi airport prefer fly,0.0772,0.148,0.717,0.135
2360,extremely difficult get sitting beside aisle situation get worse get fairly big size passenger consolation flight entertainment,-0.4754,0.123,0.617,0.26
2361,flew auckland london month old thought cabin crew bulk head seat excellent nervous flying baby problem passenger sat next friendly helpful godsend great space need stretch leg compared plane still plane going able jog around food nice entertainment looked excellent seat hard try work comfy position probably impossible worse lot airline like dubai airport busy airside open terminal asking unhelpful customer service could get terminal hour smoking room,0.9686,0.314,0.587,0.099
2362,flew iad dxb dxb iad review read section rear aircraft true legroom space seat window overall feeling bit privacy con armrest permanent cannot raised lowered might eaten already slim seat width bit bother average size another back plane take long time deplane meal wanted time got fine middle seat next originally door closed fa came found aisle seat move moved however already sore leaning window shoulder touch stayed entire hr flight would terrible layout overall bad idea passenger comfort seat shoulder touchingly narrow comment read aisle width true sidestep aisle try avoid bumping passenger meal drink service time forget problem lack footrest commented sure would nice foot touched floor fine problem suggest using carry read different forum bring beach ball inflated take almost room cost partially inflate roll make good makeshift footrest,-0.4078,0.142,0.711,0.147
2363,perpetually uncomfortable male average height thing make emirate economy class bearable entertainment looking fly new zealand next year trawling airline fly virtually anyone except emirate,0.0516,0.099,0.81,0.092
2364,seat go front shoe put foot avoid cutting blood circulation wife put foot top handbag foot rest another flight prebooked emirate use emirate idea size person would comfortable plane,0.34,0.151,0.74,0.109
2365,seat decent enough liking best world anything like besides really much cared legroom head rest head room leaf much desired though,0.9271,0.477,0.523,0.0
2366,flew emirate first time last time seat configuration adding extra seat row economy could walk aisle without bumping poor person sitting aisle seat probably best seat feel closed narrow seat made journey almost unbearable flew hour leg houston dubai hour perth australia seat way uncomfortable narrow little seat cushioning return loyal patronage back qantas usa australia haul,0.8049,0.151,0.81,0.04
2367,seat layout horrific leg room narrow seat footrest unable recline chair due pain thigh pain shoulder leaning left window avoid person middle seating configuration would bearable short haul flight hour mru dxb uncomfortable terrible swelling foot ankle difficult get seat unfortunate pax middle nowhere go use armrest unless arm head soon person front reclines seat get cross eye trying watch ife distance around inch,-0.9732,0.0,0.697,0.303
2368,seat designed sitting infant lap assigned people without infant whereas people infant ordinary legroom seat assistance staff sort recommend emirate travel infant since bassinet seat guaranteed reserved,0.3612,0.088,0.912,0.0
2369,short wide never uncomfortable life eventually put arm rest breathe seat reclined foot touch floor make even uncomfortable worst flight life,-0.1857,0.165,0.68,0.155
2370,dubai kuala lumpur never seen configuration economy class without doubt worst flight ever flown far comfort flight hour long thought emirate top class airline disappointed preferred pack people rather aim comfort passenger requested aisle seat even trolley could hardly manage make aisle everyone walk sideways hit jostled constantly people coming could help felt seat already knee person reclined even uncomfortable spent flight standing rather sitting uncomfortable seat make matter worse video row front floor able put foot row front exit row could even fully extend leg first time hope last time fly emirate,0.7577,0.186,0.712,0.102
2371,deliberately chose seat rear plane aisle space unimpressed width seat unforgivable lack footrest hardness seat seasoned traveller mean expect lot better got using emirate,-0.2023,0.101,0.734,0.164
2372,seat comfortable enough least comfortable cathay pacific singapore airline,0.765,0.485,0.515,0.0
2373,prefer seat find softer require extra width offered bigger plane perfect sitting anywhere hour going great experience best seat back ideally row ahead crew sleeping section reclined without inconveniencing behind close proximity single rear toilet bored crew often congregate rear chat,0.9287,0.28,0.681,0.04
2374,cm tall found seat comfortable leg room bigger compared emirate aircraft seat width ok,0.6705,0.314,0.686,0.0
2375,although seating still new seat wider better legroom superior aircraft fleet,0.7506,0.416,0.584,0.0
2376,uncomfortable seat ever encountered aircraft seat ok footrest foot touch ground plie cushion wrap blanket put foot ideal pain leg foot spoiled first day holiday,0.34,0.243,0.585,0.173
2377,seat horrible recline seat rise leave foot dangling without footrest complained flight attendant told yes find uncomfortable took footrest long haul flight get cramp leg soreness without footrest never fly emirate,-0.484,0.127,0.64,0.233
2378,appalled configuration economy class flying dubai perth felt cramped like sardine claustrophobic uncomfortable flight ever taken passenger commented poor condition fly airline would config economy type aircraft similar,-0.7351,0.071,0.682,0.247
2379,think pretty poor charter airline abreast seating class even saudia taken cheap move adding extra seat cabin,0.0258,0.15,0.704,0.146
2380,lack footrest causing horrifically uncomfortable pain back thigh severe swelling ankle leg day flight exercise walking aisle hour requested plastic foot rest return flight available,-0.9287,0.0,0.576,0.424
2381,seat narrow uncomfortable long haul flight dubai brisbane felt like packed sardine recommended,0.1779,0.254,0.592,0.154
2382,seat give terrible pain back thigh due foot rest removed could get comfortable either sector journey found way around upright meal tray slide towards like airline mean find sitting edge seat big improvement needed aircraft,0.34,0.195,0.664,0.142
2383,like get seat assigned leg dubai houston checking seat arrangement economy make extremely narrow seat create uncomfortable flight experience sitting aisle seat mean shoulder banged repeatedly anyone walking passing cart reason fly another airline,0.3102,0.126,0.806,0.068
2384,flying emirate uncomfortable flight ever done expecting seat narrow width ok legroom bad leg dangled mid air entire time horrible discomfort lower thigh seating incredibly hard unyielding get head comfortable shoulder neck still ache day post flight could sleep dubai perth leg people behind found legroom short kept pushing seat back whenever reclined terribly uncomfortable never fly,-0.9558,0.072,0.601,0.328
2385,travel emirate aircraft seat excruciatingly uncomfortable footrest removed cause pressure behind lower thigh since leg support virtually impossible get comfortable hour exhausted many passenger complained response emirate disappointing,-0.9062,0.135,0.429,0.436
2386,seat awful seat would recommend others avoid seat poor legroom poor width poor armrest,-0.9001,0.1,0.32,0.58
2387,seat narrow said many time configuration mean narrow aisle,0.0,0.0,1.0,0.0
2388,aisle seat totally cramped seat width terrible struck shoulder quite violently passing trolley four time knee touched seat front course person front reclined seat making screen virtually unviewable meal tray inaccessible,-0.8479,0.0,0.753,0.247
2389,lack footrest made uncomfortable even tall guy like lean think seat uncomfortable stocky person bad idea long haul economy flight hour flight feeling like really packed sardine service best either,-0.0772,0.245,0.503,0.252
2390,terrible experience flying dxb jfk need work seating configuration seating dimension footrest make even worse,-0.7351,0.0,0.677,0.323
2391,seat far cramped liking seat configuration long haul flight terrible like reviewer would say put foot rest back seat could little softer,0.2732,0.19,0.696,0.114
2392,economy seat back cabin layout tall problem flight lhr dxb criticism seat cushion quite firm,-0.6808,0.0,0.699,0.301
2393,wide comfortable seat tall person like usually must get exit bulkhead seat felt good even normal seat,0.8271,0.383,0.617,0.0
2394,uncomfortable seat ever sat plane looking review appears removal foot rest cause problem inflight entertainment system excellent,0.296,0.262,0.524,0.214
2395,terribly uncomfortable seat airline taken footrest seat designed result foot hang mid air position except bolt upright trying doze rewarded pain back thigh pressure seat avoid cost,-0.8658,0.084,0.551,0.365
2396,flown emirate many year switch allegiance work demand travel extensively long haul every year last year return flight nz middle east asia u recent decision emirate remove seat rest made seat uncomfortable airline travel emphasize uncomfortable seat,-0.6908,0.0,0.831,0.169
2397,problem start seat configuration adding extra seat normal configuration reduces lot seat comfort legroom flight hour big problem flight feel tired foot pain least two day,-0.8442,0.071,0.598,0.33
2398,disappointed air new zealand business class seating seat narrowest experienced business class section aircraft badly designed far ergonomics concerned elbow room resulting cramped environment entertainment monitor small easily cause problem pull table meal time herringbone pattern seating result privacy really able observe fellow passenger flight observing headphone cheap noise reduction main meal small seemed volume would get economy difference presented better plate white linen cabin crew unable provide sliced lemon tea sandwich offered dry curled edge business class experienced ticket uk via perth onto new zealand singapore airline seating service excellent use air new zealand perth auckland return part star alliance air new zealand business class travel waste money,0.0258,0.095,0.811,0.094
2399,plane quite new seat well padded air nz clearly improved pitch seat seat quite spacious biggest problem plane infotainment air nz went better sharper screen new available content different really buggy regularly asked go next episode current episode remember last played position video navigation movie tv completely unintuitive otherwise actually pretty big upgrade old product would still rate seat highly,0.9136,0.229,0.73,0.041
2400,good seat good entertainment centre power outlet seat tight comfortable would prefer bit wider seat enough work laptop long trip,0.8979,0.427,0.573,0.0
2401,sore back lasted day flight big guy built match though overweight seat narrower shoulder know made mistake normal dance people height go paid fee get emergency row seat extra legroom complaint air new zealand seating boil narrow headrest back even maximum extension point cannot back kind comfortable position without hurting back,-0.9249,0.036,0.683,0.281
2402,boeing seat soft good leg room entertainment good shape foot rest made sleeping uncomfortable couldnt keep foot good position cm privacy poor air nz business class seat possibly worst business class product around,0.1779,0.243,0.55,0.207
2403,flew mel chc september emergency exit seat nz without doubt uncomfortable appallingly bad seat aircraft long remember seat back seemed angle slightly forward seat base slightly back felt sandwiched get walk flight landing could think get aircraft extreme lower back pain took day recover return flight nz syd september minimally better able secure small pillow seat recline least much pain flight two experience ensure sadly back nz aircraft foreseeable future spite awesome crew,-0.5149,0.19,0.597,0.213
2404,bit disappointed otherwise ok legroom le singapore airline tall able comfortable overly happy food ok singapore airline food better crew nice except lady thought little crabby entertainment good electric window shade thought brilliant sometime bright look window shade electronic shading great,0.9817,0.507,0.445,0.048
2405,flight premium economy cabin seat hong kong auckland best experienced legroom better equivalent seat cathay pacific day cabin crew extremely friendly efficient food good served china plate metal cutlery lot wine offer generous top ups avod superb could use toilet back business premier cabin instead go back economy would fly air new zealand premium economy,0.9771,0.354,0.646,0.0
2406,review sky couch standard economy seat footrest independently adjustable fully horizontal level reading review sky couch concerned appropriate child however due wife back issue need lay flat side extended period left u either business trying sky couch risked flew rt sfo auckland found worked well u able curl two seat footrest sat aisle seat attempt lie seemed pretty tight good much economical alternative business complete detail,0.743,0.117,0.856,0.027
2407,wanting try economy sky couch air new zealand trip san francisco auckland chose pay extra reserve sky couch sound great theory get special seat row fold footrest fill space seat next row maybe adult traveling child would really good system however two adult exercise discomfort frustration partner average weight really struggled find position comfortable minute gave hour sat rest flight seat belt digging back lack leg space going get sleep anyway happy bottom line absolutely worth money unless tiny couple single person traveling child,0.8357,0.184,0.699,0.118
2408,terrible seating much space cramped could fit head backrest every time moved seat back told put back upright clear view screen could watch movie comfort hour flight pure discomfort rude staff,-0.3182,0.183,0.602,0.214
2409,uncomfortable flight ever year travelling aisle seat however person next large unable fit seat spilled across arm rest furthermore unable put foot seat front leg space front endure hour providing sears big enough expecting give part simply unacceptable,-0.4767,0.058,0.812,0.13
2410,flying hong kong auckland featuring air nz new interior flight comfortable recline enough generous legroom skycouch seat legrest fantastic headrest comfortable configuration seat width ample however mean aisle space reduced monitor clear good selection everything included usb power,0.9584,0.373,0.627,0.0
2411,family recently travelled lax back melbourne via auckland short worst airline ever travelled trip started well upgrade premium economy see anz done well category however opted sky couch main leg cannot bid upgrade anz really let picture sky couch look impressive however truth different dont know use tiny people way small adult kid age fit unto space people family need another seat side aisle economy seat called international airline worst ive ever seen width breadth recline simply terrible endure return leg decided opt bid premium economy however give sky couch wasnt tough decision saying endure waiting timed via customer service team average waiting time hour separate occassions place bid apparently ever done anyway bid went email confirmation stated hear day prior successful heard nothing day fo called informed would hear anything hour prior flight hour go received email stating unsuccessful lost opportunity rebook sky couch plan left late due protestors lax asked arrive early potential disruption resigned fact flying back economy buoyed fact auckland melbourne flight upgraded however arriving hour early dropping car needed walk min international airport anz arent blame course however cabin crew hour late interesting considering told u issue passenger time result connecting flight missed recompense auckland delayed next flight hour later currently writing fron auckland airport airport lounge access provided upgrade given add sult injury lost premium economy upgrade need taxi fare get home wasted day life summary worst airline ive travelled never travel nt rate le lowest,-0.9402,0.089,0.77,0.141
2412,excellent trip inflight entertainment system first class wide range option knew could find nick cave pixy airline album selection used system order drink arrived quickly usb socket kindly charged phone advance arrival,0.836,0.246,0.709,0.046
2413,boeing return leg melbourne auckland evening flight travelling couple ability seat window bonus aircraft clean tidy obviously reaching life phased air nz good point ife touch screen offered wide variety option though many touch screen temperamental selecting choice wife seat sound quality appalling staff reset system seat trick,0.8591,0.228,0.708,0.064
2414,bottom cushion fine hour boeing lr flight real problem seat back though like something beechcraft regional plane maybe mm inch padding cross bar seat frame think air nz domestic flight padding minute flight recline seat weight shift back ache started hour flight pitiful seat long haul flight worst recall longhaul flight carrier ever premium seat booking loses seat row two paid extra yes great legroom reclined pain day back still hurt,-0.8885,0.12,0.647,0.233
2415,never travel long haul air new zealand especially new fleet shrunk seat much zero leg room even walking aisle turn sideways toilet joke shame air new zealand looking premium customer,-0.2263,0.066,0.841,0.093
2416,looking forward flying boeing aircraft auckland honolulu first impression good quiet aircraft good service good entertainment new aircraft know sure cattle class mean poor uncomfortable seat think would like fly aircraft,0.8885,0.397,0.479,0.124
2417,worst plane ever economy class seat narrow packed little leg room individual air vent control felt like sardine found plane air circulation long haul flight angeles melbourne never choose plane totally miserable experience,-0.7264,0.062,0.748,0.189
2418,air new zealand best plane unfortunately gave u long haul auckland vancouver layout worst leg room long haul flight narrow aisle narrow seat worst leg room entertainment service etc fine usual air new zealand flying air new zealand long haul ever,-0.4215,0.165,0.637,0.199
2419,flew premium economy first time air new zealand boeing day ago auckland tokyo narita hundred dollar top economy fare worth seat service basically business class back air nz first business economy many year ago cabin staff addressed passenger food drink similar business class several day earlier flew economy plane economy class seat leaf lot desired,0.5859,0.1,0.9,0.0
2420,plane interior felt little worn made menu service tray table screen arm rest annoying excellent leg room recline movie choice made liked could plug laptop charge usb device,0.4391,0.185,0.684,0.131
2421,air new zealand really jam back plane economy tight seat narrow layout aisle narrow people seemed walk sideways got wonder safety plane evacuated quickly service quite good entertainment system good selection overall lasting memory lack personal space average size really understand sardine feel,0.8739,0.233,0.723,0.044
2422,air new zealand new seating arrangement complete fail aisle wide enough anybody average size includes stewardess siting aisle seat bumped continuously hour size average impossible keep shoulder enough seat narrow managed seat uncomfortable always bring inflatable seat cushion long flight issue food terrible every fly avoid bringing food bother price reflected service budget airline full price ticket nz tourism undoubtably suffer mismanagement country national airline,-0.946,0.0,0.773,0.227
2423,beware air new zealand equipment change policy paid extra pair across rather normal seat boarded found longer plane substituted corresponding seat sold somebody else somebody anz wrote refund revert original form payment used ticket purchase approximately week process hope gesture demonstrate value custom support wanted money back kept first place anz situation aircraft change required would look identify comparable seat customer clearly nobody bothered look seat late next comparability seat open interpretation even computer certainly person could found comparable seat obviously two across seat back plane seat extra charge pay seat trust air new zealand onboard somebody else sitting comparable seat late,0.9325,0.162,0.806,0.032
2424,booked air new zealand sky couch experiment overnight flight try sleep due planned long drive landing leg room air new zealand boeing seemed reasonable layout mean seat narrow aisle even narrower sky couch option offered section three seat layout really think buying third seat extra room couch work section three seat hinging upwards fill gap seat back front note feature mean using sky couch set seat design mean seat gap behind calf tuck leg hinge seat back anything floor like shoe pushed seat get going back use couch two main problem first expected foot tall need bend leg fit space got however second really advertised simply enough space two people lie side side problem hip early fifty say normal sized adult modern standard however limited space mean really crammed together chance moving around get uncomfortable real scramble get toilet visit nearly impossible get temperature right add lying across three seat even thin mattress give bit sticking meaning two people almost chance getting long period sleep actually little success u sitting using two seat space previous reviewer commented seat front reclines really affect space found really issue reclined seat effectively everything cancelled extra cost buy spare seat convert sky couch flight assume varies sure worth extra cash buy spare seat extra room,0.5768,0.087,0.847,0.066
2425,like clarity ptv touch screen plug headphone charge usb port hill cm tall fat think ever uncomfortable seat found impossible get anything fitful sleep expense numb backside reviewer noted price choosing aisle seat constantly bumped passing staff passenger lolling seat aisle seat narrow half prepared put extreme discomfort getting older turned without prompting woman seat behind said flight uncomfortable plane seat ever sat always preferred air nz sense loyalty national carrier convinced long haul flight comfortable however aching body persuades look elsewhere,0.4588,0.164,0.702,0.134
2426,flew london angeles air new zealand economy say far rate nd worst flight monarch first hr flying cramped seat person next sitting time person front reclined back lost drink tray point entertainment system went rebooted time finally hour whole plane system reboot something watch padding butt seat existent say hour butt went sleep wished rest body followed wait get,-0.5574,0.043,0.859,0.098
2427,flying auckland spaceseat air new zealand gave incredible service spaceseats great first time able sleep several hour flight never done unfortunately discovered get airsick drink sleep team helpful watched movie slept good chunk time,0.8965,0.283,0.717,0.0
2428,premium economy seat wife air new zealand boeing comfortable well cushioned pitch excellent ample leg room able stand easily exit aisle ease crew extremely attentive need impressed highly recommend premium economy,0.9593,0.456,0.544,0.0
2429,upgraded premium economy knowing spending hr ecnonomy would unbearable happy seat leg room service improvement seat would leg support older premium economy flight however seat adjusted find comfy spot get decent sleep flattened ottoman provided little help put top carry provided height comfort support lower leg foot encourage relaxation ife screen nice lot option table ok recessed area drink handed coaster prevent slippage armrest could bit wider remote recessed shell seat seat back pocket could bit roomier well made long flight lax auckland enjoyable,0.9836,0.338,0.642,0.02
2430,flew air new zealand economy lax cramped service good flew premium economy way home felt spoiled great seat heap leg room seat really recommend seat,0.8687,0.308,0.692,0.0
2431,flew air new zealand auckland san francisco return wife found seat economy unbearable torture seat squab comfortable poor angle much leg room biggest problem narrow seat elbow room etc others mentioned narrow aisle way crew pax bumping night thus sleep possible found stain top seat back front wife several orange stain food tray well showing le clean ylast year paid extra seat leg room near centre rest room flight akl sfo return air nz boeing mistake slamming door night sleep people dark stumbling foot waiting restroom believe air new zealand charge extra seat overall air new zealand boeing economy section ten across seating torture chamber sleep deprivation sore stiff body plus hour sheer torture hard seat cramped never,-0.9493,0.07,0.742,0.188
2432,little concerned whether wasted money buying last minute upgrade premium economy boarding however concern quickly disappeared found seat comfortable spacious lot legroom feel cramped meal delicious plentiful snack drink option available throughout flight hour flight melbourne lax pleasure couple caveat tall person first experience premium economy significant upgrade u,0.8255,0.211,0.708,0.082
2433,auckland christchurch return aircraft standard economy seat good room cm tall cm room left front knee good space front seat stretch ife good seat short flight,0.8271,0.274,0.726,0.0
2434,aisle seat seat comfortable even meter tall sufficient legroom problem aisle seat people kept bumping night long passenger crew well aisle sixteen inch wide passenger shoulder protrude beyond back seat complained crew said fault said huge problem airline would listen resent bumped like normally airline crew would apologise guess bumping people time would never get work done apologising night disappointing aspect flight excellent checked atr aisle width inch lot le people lot le movement people cabin,0.25,0.184,0.654,0.163
2435,review seat even travelled booked spacesaver seat friday paid money negative comment site air new zealand changing aircraft type decided check travel sure enough changed old space seat usual old seat ripped even fly,-0.34,0.061,0.842,0.097
2436,tall person slim build found seat economy small close seat front footrest even enough room place small cabin bag seat front could elevate foot pocket front seat small could hardly put anything get seat unfolding tray flight person front reclining result good whack knee never experience extremely disappointed layout smart plane appears much room premium economy far little economy two toilet servicing area plane,0.8241,0.124,0.876,0.0
2437,purchased brisbane lax return via auckland premium economy booking specifically stated spaceseat space seat entire reason booking boarding realised space seat instead poor premium economy seat another passenger asked rehearsed reply attendant said oh another route aircraft new never,-0.4767,0.0,0.925,0.075
2438,wife flown air new zealand canada queenstown using premium economy since premium economy price considerably economy willingly paid difference comfort experienced long haul year experienced variety seating arrangement noticeable wider seat leg room moon seat proved extremely uncomfortable ultimately flight offered u worst imaginable flight experience seat last trip queenstown return much narrower questioned memory past flight finally checked economy seat unfortunately economy seat look smaller premium economy trip january th year queenstown found u long haul flight bumping elbow sat extra room turn choose comfortable spot sleeping use phrase disappointing reference latest trip flight queenstown last may understatement cost travel toronto queenstown close two adult advised two friend traveled queenstown week u individual economy fare region left wondering much paid little premium economy accommodation would seem excessive light meagre room afforded patron class would interested know customer cut back crew wonderful every attempt made within cabin accommodate traveller bad travel space cramped premium economy patron,-0.4927,0.088,0.801,0.111
2439,nz akl lax seat uncomfortable long flight life seat extremely uncomfortable poor cushioning get comfortable front pouch space joke cant put anything put cellphone floor drink water quite bit long flight cup holder like plane usually side tray bring tray put water cup unhappy airnz cabin layout,-0.5233,0.135,0.674,0.192
2440,flew brisbane auckland san francisco wish flew direct usa rather transiting nz though cm tall fairly solidly built found spaceseats comfortable plane beautifully presented crew always friendly helpful hate flying long haul find seat uncomfortable airline flew qantas last year via sydney found whole experience average love spaceseat clown reclining personal space forcing food spilling drink tv screen fine move better position plenty room even larger folk comfortable cabin nice private purple beanbag footrest welcome flip shoe settle thing could improved recline seating electronic button rather manual ignore negative review love seat add exceptional air nz service go wrong look forward trying new plane somehow feel step backwards,0.9761,0.28,0.614,0.106
